# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 09:57:35 2014
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis (val)
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis (upper unc)
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis (lower unc)
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance (val)
# COLUMN st_disterr1:    Distance (upper unc)
# COLUMN st_disterr2:    Distance (lower unc)
# COLUMN st_distlim:     Distance (limit flag)
# COLUMN st_vj:          V-band (val)
# COLUMN st_vjerr:       V-band (unc)
# COLUMN st_vjlim:       V-band (limit flag)
# COLUMN st_vjblend:     V-band (blend flag)
# COLUMN st_teff:        Effective Temperature (val)
# COLUMN st_tefferr:     Effective Temperature (unc)
# COLUMN st_tefflim:     Effective Temperature (limit flag)
# COLUMN st_teffblend:   Effective Temperature (blend flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend
529,HD 168746,b,Radial Velocity,1,6.40300000,0.00100000,-0.00100000,0,0.065000,,,0,0.081000,0.029000,-0.029000,0,,,,,,,,,0.23000,,,0,,,,,,,,,0,0,18h21m49.78s,275.457428,-11d55m21.7s,-11.922684,43.12,1.71,-1.86,0,7.946,0.013,0,0,,,,,,,,,,,,,HD 168746,HIP 90004,4.50,G5 V,,0,0
530,HD 169830,b,Radial Velocity,2,225.62000000,0.22000000,-0.22000000,0,0.810000,,,0,0.310000,0.010000,-0.010000,0,,,,,,,,,2.88000,,,0,,,,,,,,,0,0,18h27m49.48s,276.956177,-29d49m00.7s,-29.816866,36.32,1.16,-1.24,0,5.902,0.010,0,0,,,,,,,,,,,,,HD 169830,HIP 90485,3.80,F8 V,,0,0
531,HD 169830,c,Radial Velocity,2,2102.00000000,264.00000000,-264.00000000,0,3.600000,,,0,0.330000,0.020000,-0.020000,0,,,,,,,,,4.04000,,,0,,,,,,,,,0,0,18h27m49.48s,276.956177,-29d49m00.7s,-29.816866,36.32,1.16,-1.24,0,5.902,0.010,0,0,,,,,,,,,,,,,HD 169830,HIP 90485,3.80,F8 V,,0,0
532,HD 170469,b,Radial Velocity,1,1145.00000000,18.00000000,-18.00000000,0,2.100000,,,0,0.110000,0.080000,-0.080000,0,,,,,,,,,0.67000,,,0,,,,,,,,,0,0,18h29m10.98s,277.295746,+11d41m43.8s,11.695502,64.98,4.37,-5.05,0,8.176,0.012,0,0,,,,,,,,,,,,,HD 170469,HIP 90593,4.50,G5,,0,0
533,HD 171028,b,Radial Velocity,1,538.00000000,2.00000000,-2.00000000,0,1.290000,,,0,0.610000,0.010000,-0.010000,0,,,,,,,,,1.83000,,,0,,,,,,,,,0,0,18h32m15.49s,278.064552,+06d56m44.7s,6.945749,,,,,8.292,0.012,0,0,,,,,,,,,,,,,HD 171028,,4.00,G0,,0,0
534,HD 171238,b,Radial Velocity,1,1523.00000000,40.00000000,-45.00000000,0,2.540000,0.060000,-0.060000,0,0.400000,0.061000,-0.065000,0,,,,,,,,,2.60000,0.15000,-0.15000,0,,,,,,,,,0,0,18h34m43.67s,278.681976,-28d04m20.3s,-28.072313,44.05,2.33,-2.61,0,8.652,0.021,0,0,,,,,,,,,,,,,HD 171238,HIP 91085,4.80,G8 V,,0,0
535,HD 173416,b,Radial Velocity,1,323.60000000,2.20000000,-2.20000000,0,1.160000,0.060000,-0.060000,0,0.210000,0.040000,-0.040000,0,,,,,,,,,2.70000,0.30000,-0.30000,0,,,,,,,,,0,0,18h43m36.11s,280.900452,+36d33m23.8s,36.556606,134.95,9.01,-10.40,0,6.037,0.010,0,0,,,,,,,,,,,,,HD 173416,HIP 91852,5.00,K0,,0,0
536,HD 175167,b,Radial Velocity,1,1290.00000000,22.00000000,-22.00000000,0,2.400000,0.050000,-0.050000,0,0.540000,0.090000,-0.090000,0,,,,,,,,,7.80000,3.50000,-3.50000,0,,,,,,,,,0,0,19h00m00.83s,285.003479,-69d56m39.3s,-69.944244,67.02,3.85,-4.35,0,8.000,0.010,0,0,,,,,,,,,,,,,HD 175167,HIP 93281,4.50,G5 IV/V,,0,0
537,HD 175541,b,Radial Velocity,1,297.30000000,6.00000000,-6.00000000,0,1.030000,,,0,0.330000,0.200000,-0.200000,0,,,,,,,,,0.61000,,,0,,,,,,,,,0,0,18h55m40.88s,283.920349,+04d15m55.2s,4.265325,127.55,16.07,-21.48,0,8.010,,0,0,,,,,,,,,,,,,HD 175541,HIP 92895,4.70,G6/8 IV,,0,0
538,HD 176051,b,Astrometry,1,1016.00000000,40.00000000,-40.00000000,0,,,,,,,,,,,,,1.50000,0.30000,-0.30000,0,,,,,,,,,,,,,0,0,18h57m01.61s,284.256714,+32d54m04.6s,32.901272,14.98,0.12,-0.12,0,5.278,0.009,0,0,,,,,,,,,,,,,HD 176051,HIP 93017 A,4.00,G0,,0,1
539,HD 177830,b,Radial Velocity,2,406.60000000,0.40000000,-0.40000000,0,1.221800,0.000800,-0.000800,0,0.009000,0.004000,-0.004000,0,,,,,,,,,1.49000,0.03000,-0.03000,0,,,,,,,,,0,0,19h05m20.77s,286.336548,+25d55m14.4s,25.920660,59.03,2.54,-2.77,0,7.177,0.010,0,0,,,,,,,,,,,,,HD 177830,HIP 93746,5.00,K0,,0,0
540,HD 177830,c,Radial Velocity,2,110.90000000,0.10000000,-0.10000000,0,0.513700,0.000300,-0.000300,0,0.300000,0.100000,-0.100000,0,,,,,,,,,0.15000,0.02000,-0.02000,0,,,,,,,,,0,0,19h05m20.77s,286.336548,+25d55m14.4s,25.920660,59.03,2.54,-2.77,0,7.177,0.010,0,0,,,,,,,,,,,,,HD 177830,HIP 93746,5.00,K0,,0,0
541,HD 178911 B,b,Radial Velocity,1,71.48400000,0.00200000,-0.00200000,0,0.339000,0.006000,-0.006000,0,0.114000,0.003000,-0.003000,0,,,,,,,,,7.03000,0.28000,-0.28000,0,,,,,,,,,0,0,19h09m03.11s,287.262939,+34d35m59.5s,34.599850,46.73,8.78,-14.06,0,7.792,0.012,0,0,,,,,,,,,,,,,HD 178911 B,HIP 94075,4.50,G5,,0,0
542,HD 179079,b,Radial Velocity,1,14.47600000,0.01100000,-0.01100000,0,0.110000,,,0,0.115000,0.087000,-0.087000,0,,,,,,,,,0.08000,,,0,,,,,,,,,0,0,19h11m09.83s,287.790955,-02d38m18.2s,-2.638385,63.69,3.60,-4.06,0,7.959,0.012,0,0,,,,,,,,,,,,,HD 179079,HIP 94256,4.50,G5 IV,,0,0
543,HD 179949,b,Radial Velocity,1,3.09250000,0.00003000,-0.00003000,0,0.045000,0.001000,-0.001000,0,0.022000,0.014000,-0.014000,0,,,,,,,,,0.95000,0.04000,-0.04000,0,,,,,,,,,0,0,19h15m33.23s,288.888458,-24d10m45.7s,-24.179352,27.05,0.57,-0.60,0,6.245,,0,0,,,,,,,,,,,,,HD 179949,HIP 94645,3.80,F8 V,,0,0
544,HD 180314,b,Radial Velocity,1,396.03000000,0.62000000,-0.62000000,0,1.400000,,,0,0.257000,0.010000,-0.010000,0,,,,,22.00000,,,0,,,,,,,,,,,,,0,0,19h14m50.21s,288.709198,+31d51m37.3s,31.860350,131.75,10.25,-12.13,0,6.608,0.010,0,0,,,,,,,,,,,,,HD 180314,HIP 94576,5.00,K0,,0,0
545,HD 180902,b,Radial Velocity,1,479.00000000,13.00000000,-13.00000000,0,1.390000,0.040000,-0.040000,0,0.090000,0.110000,-0.110000,0,,,,,,,,,1.60000,0.20000,-0.20000,0,,,,,,,,,0,0,19h19m17.71s,289.823792,-23d33m29.4s,-23.558155,114.55,11.77,-14.82,0,7.778,0.013,0,0,,,,,,,,,,,,,HD 180902,HIP 94951,5.00,K0 III/IV,,0,0
546,HD 181342,b,Radial Velocity,1,663.00000000,29.00000000,-29.00000000,0,1.780000,0.070000,-0.070000,0,0.177000,0.057000,-0.057000,0,,,,,,,,,3.30000,0.20000,-0.20000,0,,,,,,,,,0,0,19h21m04.23s,290.267639,-23d37m10.5s,-23.619572,115.47,11.09,-13.73,0,7.551,0.012,0,0,,,,,,,,,,,,,HD 181342,HIP 95124,5.00,K0 III,,0,0
547,HD 181433,b,Radial Velocity,3,9.37430000,0.00190000,-0.00190000,0,0.080000,,,0,0.396000,0.062000,-0.062000,0,,,,,,,,,0.02380,,,0,,,,,,,,,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,0.76,-0.81,0,8.400,,0,0,,,,,,,,,,,,,HD 181433,HIP 95467,5.20,K2 IV/V,,0,0
548,HD 181433,c,Radial Velocity,3,962.00000000,15.00000000,-15.00000000,0,1.760000,,,0,0.280000,0.020000,-0.020000,0,,,,,,,,,0.64000,,,0,,,,,,,,,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,0.76,-0.81,0,8.400,,0,0,,,,,,,,,,,,,HD 181433,HIP 95467,5.20,K2 IV/V,,0,0
549,HD 181433,d,Radial Velocity,3,2172.00000000,158.00000000,-158.00000000,0,3.000000,,,0,0.480000,0.050000,-0.050000,0,,,,,,,,,0.54000,,,0,,,,,,,,,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.15,0.76,-0.81,0,8.400,,0,0,,,,,,,,,,,,,HD 181433,HIP 95467,5.20,K2 IV/V,,0,0
550,HD 181720,b,Radial Velocity,1,956.00000000,,,0,,,,,,,,,,,,,,,,,0.37000,,,0,,,,,,,,,0,0,19h22m52.98s,290.720764,-32d55m08.6s,-32.919056,55.93,3.82,-4.42,0,7.849,0.013,0,0,,,,,,,,,,,,,HD 181720,HIP 95262,4.10,G1 V,,0,0
551,HD 183263,b,Radial Velocity,2,634.23000000,,,0,1.520000,,,0,0.380000,0.030000,-0.030000,0,,,,,,,,,3.69000,,,0,,,,,,,,,0,0,19h28m24.57s,292.102386,+08d21m29.0s,8.358054,52.83,2.80,-3.13,0,7.861,0.012,0,0,,,,,,,,,,,,,HD 183263,HIP 95740,4.50,G5,,0,0
552,HD 183263,c,Radial Velocity,2,2950.00000000,340.00000000,-340.00000000,0,4.250000,0.470000,-0.470000,0,0.253000,0.076000,-0.076000,0,,,,,,,,,3.82000,0.59000,-0.59000,0,,,,,,,,,0,0,19h28m24.57s,292.102386,+08d21m29.0s,8.358054,52.83,2.80,-3.13,0,7.861,0.012,0,0,,,,,,,,,,,,,HD 183263,HIP 95740,4.50,G5,,0,0
553,HD 185269,b,Radial Velocity,1,6.83800000,0.00100000,-0.00100000,0,0.077000,,,0,0.300000,0.040000,-0.040000,0,,,,,,,,,0.94000,,,0,,,,,,,,,0,0,19h37m11.74s,294.298920,+28d29m59.5s,28.499865,47.37,1.60,-1.72,0,6.669,0.010,0,0,,,,,,,,,,,,,HD 185269,HIP 96507,4.00,G0,,0,0
554,HD 187085,b,Radial Velocity,1,986.00000000,,,0,2.050000,,,0,0.470000,,,0,,,,,,,,,0.75000,,,0,,,,,,,,,0,0,19h49m33.97s,297.391541,-37d46m50.0s,-37.780552,44.98,2.19,-2.43,0,7.214,0.010,0,0,,,,,,,,,,,,,HD 187085,HIP 97546,4.00,G0 V,,0,0
555,HD 187123,b,Radial Velocity,2,3.09700000,,,0,0.042000,,,0,0.030000,0.003000,-0.003000,0,,,,,,,,,0.52000,,,0,,,,,,,,,0,0,19h46m58.11s,296.742126,+34d25m10.3s,34.419525,47.92,1.58,-1.69,0,7.832,0.011,0,0,,,,,,,,,,,,,HD 187123,HIP 97336,4.50,G5,,0,0
556,HD 187123,c,Radial Velocity,2,3810.00000000,420.00000000,-420.00000000,0,4.890000,0.530000,-0.530000,0,0.252000,0.033000,-0.033000,0,,,,,,,,,1.99000,0.25000,-0.25000,0,,,,,,,,,0,0,19h46m58.11s,296.742126,+34d25m10.3s,34.419525,47.92,1.58,-1.69,0,7.832,0.011,0,0,,,,,,,,,,,,,HD 187123,HIP 97336,4.50,G5,,0,0
557,HD 188015,b,Radial Velocity,1,456.46000000,,,0,1.190000,,,0,0.150000,0.090000,-0.090000,0,,,,,,,,,1.26000,,,0,,,,,,,,,0,0,19h52m04.54s,298.018921,+28d06m01.4s,28.100376,52.63,2.51,-2.77,0,8.234,0.011,0,0,,,,,,,,,,,,,HD 188015,HIP 97769,4.50,G5,,0,0
558,HD 189567,b,Radial Velocity,1,14.27500000,,,,0.109900,,,,0.230000,,,,,,,,,,,,0.03160,,,0,,,,,,,,,0,0,20h05m32.76s,301.386505,-67d19m15.2s,-67.320900,17.72,0.23,-0.23,0,6.070,,0,0,,,,,,,,,,,,,HD 189567,HIP 98959,4.30,G3 V,,0,0
559,HD 189733,b,Radial Velocity,1,2.21857578,0.00000080,-0.00000080,0,0.031420,0.000520,-0.000520,0,0.000000,,,0,85.780,0.250,-0.250,0,1.15000,0.03900,-0.03900,0,,,,,1.151,0.038,-0.038,0,1.00400,0.08900,-0.08900,0,0,0,20h00m43.71s,300.182129,+22d42m39.1s,22.710854,19.25,0.32,-0.33,0,7.676,0.010,0,0,5040.00,50.00,0,,0.84,0.04,0,,0.75,0.03,0,,HD 189733,HIP 98505,5.20,K2 V,,0,0
560,HD 190228,b,Radial Velocity,1,1136.10000000,9.90000000,-9.90000000,0,2.604000,0.032000,-0.032000,0,0.531000,0.028000,-0.028000,0,,,,,,,,,5.93000,0.20000,-0.20000,0,,,,,,,,,0,0,20h03m00.78s,300.753235,+28d18m24.7s,28.306856,62.11,2.97,-3.29,0,7.296,0.010,0,0,,,,,,,,,,,,,HD 190228,HIP 98714,4.50,G5,,0,0
561,HD 190360,b,Radial Velocity,2,2891.00000000,85.00000000,-85.00000000,0,3.920000,0.200000,-0.200000,0,0.360000,0.030000,-0.030000,0,,,,,,,,,1.50200,0.13000,-0.13000,0,,,,,,,,,0,0,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,15.89,0.16,-0.16,0,5.700,,0,0,,,,,,,,,,,,,HD 190360,HIP 98767,4.70,G7 IV-V,,0,0
562,HD 190360,c,Radial Velocity,2,17.10000000,0.01500000,-0.01500000,0,0.128000,0.002000,-0.002000,0,0.010000,0.100000,-0.100000,0,,,,,,,,,0.05700,0.01500,-0.01500,0,,,,,,,,,0,0,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,15.89,0.16,-0.16,0,5.700,,0,0,,,,,,,,,,,,,HD 190360,HIP 98767,4.70,G7 IV-V,,0,0
563,HD 190647,b,Radial Velocity,1,1038.10000000,4.90000000,-4.90000000,0,2.070000,0.060000,-0.060000,0,0.180000,0.020000,-0.020000,0,,,,,,,,,1.90000,0.06000,-0.06000,0,,,,,,,,,0,0,20h07m19.67s,301.831970,-35d32m19.1s,-35.538631,54.23,3.05,-3.44,0,7.775,0.013,0,0,,,,,,,,,,,,,HD 190647,HIP 99115,4.50,G5 V,,0,0
564,HD 190984,b,Radial Velocity,1,4885.00000000,,,0,,,,,,,,,,,,,,,,,3.10000,,,0,,,,,,,,,0,0,20h11m30.72s,302.877991,-64d37m13.7s,-64.620468,189.39,36.26,-58.74,0,8.761,0.014,0,0,,,,,,,,,,,,,HD 190984,HIP 99496,3.80,F8 V,,0,0
565,HD 192263,b,Radial Velocity,1,24.34800000,0.00500000,-0.00500000,0,0.150000,,,0,0.000000,,,0,,,,,,,,,0.72000,,,0,,,,,,,,,0,0,20h13m59.85s,303.499359,-00d52m00.8s,-0.866877,19.89,0.44,-0.46,0,7.768,0.012,0,0,,,,,,,,,,,,,HD 192263,HIP 99711,5.15,K1/2 V,,0,0
566,HD 192310,b,Radial Velocity,2,74.72000000,0.10000000,-0.10000000,0,0.320000,0.005000,-0.005000,0,0.130000,0.040000,-0.040000,0,,,,,,,,,0.05318,0.00283,-0.00283,0,,,,,,,,,0,0,20h15m17.39s,303.822449,-27d01m58.7s,-27.032976,8.82,0.07,-0.07,0,5.730,,0,0,,,,,,,,,,,,,HD 192310,HIP 99825,5.30,K3 V,,0,0
567,HD 192310,c,Radial Velocity,2,525.80000000,9.20000000,-9.20000000,0,1.180000,0.025000,-0.025000,0,0.320000,0.110000,-0.110000,0,,,,,,,,,0.07552,0.01573,-0.01573,0,,,,,,,,,0,0,20h15m17.39s,303.822449,-27d01m58.7s,-27.032976,8.82,0.07,-0.07,0,5.730,,0,0,,,,,,,,,,,,,HD 192310,HIP 99825,5.30,K3 V,,0,0
568,HD 192699,b,Radial Velocity,1,351.50000000,6.00000000,-6.00000000,0,1.160000,,,0,0.149000,0.060000,-0.060000,0,,,,,,,,,2.50000,,,0,,,,,,,,,0,0,20h16m06.01s,304.025024,+04d34m50.9s,4.580795,67.39,3.89,-4.40,0,6.446,0.010,0,0,,,,,,,,,,,,,HD 192699,HIP 99894,4.80,G8 IV,,0,0
569,HD 195019,b,Radial Velocity,1,18.20163000,0.00040000,-0.00040000,0,0.138800,0.008000,-0.008000,0,0.014000,0.004400,-0.004400,0,,,,,,,,,3.70000,0.30000,-0.30000,0,,,,,,,,,0,0,20h28m18.63s,307.077637,+18d46m10.2s,18.769497,37.35,1.20,-1.28,0,6.892,0.010,0,1,,,,,,,,,,,,,HD 195019,HIP 100970,4.50,G5,,0,1
570,HD 196050,b,Radial Velocity,1,1289.00000000,,,0,2.500000,,,0,0.280000,,,0,,,,,,,,,3.00000,,,0,,,,,,,,,0,0,20h37m51.71s,309.465454,-60d38m04.1s,-60.634483,46.93,1.92,-2.09,0,7.493,0.010,0,0,,,,,,,,,,,,,HD 196050,HIP 101806,4.30,G3 V,,0,0
571,HD 196067,b,Radial Velocity,1,3638.00000000,232.00000000,-185.00000000,0,5.020000,0.190000,-0.190000,0,0.660000,0.180000,-0.090000,0,,,,,,,,,6.90000,3.90000,-1.10000,0,,,,,,,,,0,0,20h41m44.09s,310.433716,-75d21m02.9s,-75.350800,43.57,3.65,-4.39,0,6.030,,0,0,6017.00,46.00,0,0,1.29,0.08,0,0,1.73,0.21,0,0,HD 196067,HIP 102125,4.10,G1 V,,0,0
572,HD 196885,b,Radial Velocity,1,1333.00000000,15.00000000,-15.00000000,0,2.370000,0.020000,-0.020000,0,0.480000,0.060000,-0.060000,0,,,,,,,,,2.58000,0.16000,-0.16000,0,,,,,,,,,0,0,20h39m51.88s,309.966156,+11d14m58.7s,11.249649,32.99,0.86,-0.91,0,6.386,0.010,0,0,,,,,,,,,,,,,HD 196885,HIP 101966,3.80,F8,,0,0
573,HD 197037,b,Radial Velocity,1,1035.70000000,13.00000000,-13.00000000,0,2.070000,0.050000,-0.050000,0,0.220000,0.070000,-0.070000,0,,,,,,,,,0.79000,0.05000,-0.05000,0,,,,,,,,,0,0,20h39m32.96s,309.887329,+42d14m54.8s,42.248550,32.83,0.63,-0.66,0,6.813,0.010,0,0,,,,,,,,,,,,,HD 197037,HIP 101948,4.00,G0,,0,0
574,HD 200964,b,Radial Velocity,2,613.80000000,1.30000000,-1.40000000,0,1.601000,0.002000,-0.002000,0,0.040000,0.040000,-0.020000,0,,,,,,,,,1.85000,0.14000,-0.08000,0,,,,,,,,,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,68.35,4.50,-5.18,0,6.487,0.010,0,0,5164.00,44.00,0,0,1.44,0.09,0,0,4.30,0.09,0,0,HD 200964,HIP 104202,4.80,G8 IV,,0,0
575,HD 200964,c,Radial Velocity,2,825.00000000,5.10000000,-3.10000000,0,1.950000,0.008000,-0.005000,0,0.181000,0.024000,-0.017000,0,,,,,,,,,0.89500,0.12300,-0.06300,0,,,,,,,,,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,68.35,4.50,-5.18,0,6.487,0.010,0,0,5164.00,44.00,0,0,1.44,0.09,0,0,4.30,0.09,0,0,HD 200964,HIP 104202,4.80,G8 IV,,0,0
576,HD 202206,b,Radial Velocity,2,255.87000000,0.06000000,-0.06000000,0,0.830000,,,0,0.435000,0.001000,-0.001000,0,,,,,,,,,17.40000,,,0,,,,,,,,,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.34,2.33,-2.58,0,8.071,0.012,0,0,,,,,,,,,,,,,HD 202206,HIP 104903,4.60,G6 V,,0,0
577,HD 202206,c,Radial Velocity,2,1383.40000000,18.40000000,-18.40000000,0,2.550000,,,0,0.267000,0.021000,-0.021000,0,,,,,,,,,2.44000,,,0,,,,,,,,,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.34,2.33,-2.58,0,8.071,0.012,0,0,,,,,,,,,,,,,HD 202206,HIP 104903,4.60,G6 V,,0,0
578,HD 203030,b,Imaging,1,,,,,487.100000,1.800000,-1.800000,0,,,,,,,,,24.09000,8.37900,-11.52100,0,,,,,,,,,,,,,0,0,21h18m58.22s,319.742584,+26d13m50.0s,26.230545,40.85,1.68,-1.83,0,8.425,0.013,0,0,,,,,,,,,,,,,HD 203030,HIP 105232,4.80,G8 V,,0,0
579,HD 204313,b,Radial Velocity,3,1931.00000000,18.00000000,-18.00000000,0,3.082000,0.055000,-0.055000,0,0.131000,0.023000,-0.023000,0,,,,,,,,,4.05000,0.17000,-0.17000,0,,,,,,,,,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.30,2.26,-2.50,0,8.020,0.013,0,0,5760.00,100.00,0,0,1.02,,0,0,,,,,HD 204313,HIP 106006,4.50,G5 V,,0,0
580,HD 204313,c,Radial Velocity,3,34.87300000,,,,0.210300,,,,0.170000,,,,,,,,,,,,0.05400,,,0,,,,,,,,,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.30,2.26,-2.50,0,8.020,0.013,0,0,5760.00,100.00,0,0,1.02,,0,0,,,,,HD 204313,HIP 106006,4.50,G5 V,,0,0
581,HD 204313,d,Radial Velocity,3,2831.60000000,150.00000000,-150.00000000,0,3.930000,0.140000,-0.140000,0,0.280000,0.090000,-0.090000,0,,,,,,,,,1.68000,0.30000,-0.30000,0,,,,,,,,,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.30,2.26,-2.50,0,8.020,0.013,0,0,5760.00,100.00,0,0,1.02,,0,0,,,,,HD 204313,HIP 106006,4.50,G5 V,,0,0
582,HD 204941,b,Radial Velocity,1,1733.00000000,74.00000000,-74.00000000,0,2.560000,0.080000,-0.080000,0,0.370000,0.080000,-0.080000,0,,,,,,,,,0.26600,0.03200,-0.03200,0,,,,,,,,,0,0,21h32m23.51s,323.097961,-20d57m26.7s,-20.957422,26.95,0.88,-0.95,0,8.420,0.014,0,0,,,,,,,,,,,,,HD 204941,HIP 106353,5.15,K1/2 V,,0,0
583,HD 205739,b,Radial Velocity,1,279.80000000,0.10000000,-0.10000000,0,0.896000,0.019000,-0.015000,0,0.270000,0.070000,-0.070000,0,,,,,,,,,1.37000,0.07000,-0.09000,0,,,,,,,,,0,0,21h38m08.41s,324.535034,-31d44m14.9s,-31.737484,90.33,8.30,-10.17,0,8.544,0.015,0,0,,,,,,,,,,,,,HD 205739,HIP 106824,3.70,F7 V,,0,0
584,HD 206610,b,Radial Velocity,1,610.00000000,13.00000000,-13.00000000,0,1.680000,0.050000,-0.050000,0,0.229000,0.058000,-0.058000,0,,,,,,,,,2.20000,0.10000,-0.10000,0,,,,,,,,,0,0,21h43m24.90s,325.853760,-07d24m29.7s,-7.408253,170.07,27.01,-39.58,0,8.346,0.014,0,0,,,,,,,,,,,,,HD 206610,HIP 107251,5.00,K0 III,,0,0
585,HD 207832,b,Radial Velocity,2,161.97000000,0.97000000,-0.78000000,0,0.570000,0.002000,-0.002000,0,0.130000,0.180000,-0.050000,0,,,,,0.56000,0.06000,-0.03000,0,,,,,,,,,,,,,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.026560,55.31,3.42,-3.90,0,8.786,0.014,0,0,5710.00,81.00,0,,0.94,0.10,0,,0.90,0.06,0,,HD 207832,HIP 107985,4.50,G5 V,,0,0
